20-0-1-1-8,-0.8913691828139338,0.33549731697122537,-0.5298261574387195,-1.9974389194788087,0.13870406578246275,
12-0-1-0-4,-0.25182408870642287,-0.3001043856395238,-0.5177999218335925,0.026586983540331573,0.0,
10-0-1-0-10,0.0796473885819507,-0.6304089013908237,-0.5004235745448493,0.17332346480786603,0.0,
20-1-1-0-9,0.09072367304136497,0.42101411334177113,-0.5071299425927195,0.1411083296509064,0.0,
19-1-1-0-5,0.09700191334444933,0.5837207720238219,-0.50000000000007,0.36977703299875503,0.0,
17-1-1-0-10,0.10876578470913563,-0.4068227718570826,-0.5035242445881181,-0.1271551131060601,0.0,
13-0-1-0-6,-0.24948345420419357,0.05324347101853823,-0.5129282273222014,-0.5814559030194907,0.0,
18-0-1-0-7,-0.67074307114023,0.01,-0.5216834703500192,-1.050094891779314,0.0,
18-0-1-0-2,-0.6210017964848159,0.029581927403931382,-0.5221304885477822,-1.2106998023366162,0.0,
5-0-1-0-10,0.0,-0.6094644279610701,-0.5084477433822505,-0.7223652203331651,0.0,
17-0-1-0-4,-0.560659403643245,0.01,-0.5106130498563075,-1.0163946797234304,0.0,
6-0-1-1-10,0.00027087890860279484,-0.5179746872533318,-0.4999999999999972,-1.0844422938276108,0.00046209603953183066,
13-0-1-0-4,-0.19302251982677857,0.020574982958054974,-0.5131836388565387,-0.4591418691028812,0.0,
17-0-1-0-11,0.0,-0.6545234196217772,-0.519748729559824,-1.3902017095035897,0.0,
13-0-1-0-5,-0.3032753264276137,9.99999999999994e-05,-0.5072031699309096,-0.583520211241639,0.0,
13-0-1-0-10,-0.3109423021463301,-0.5973705997313117,-0.5281280384428102,0.02,0.0,
17-0-1-0-10,-0.6137562353771001,-0.21141236565477234,-0.5146953676862778,0.0001999999999999988,0.0,
14-0-1-0-3,-0.37448846232586164,-0.3385341588199042,-0.517224574952895,0.02,0.0,
14-0-1-0-5,-0.36829017300244843,-0.21470468230581974,-0.5151755677175104,0.020198,0.0,
16-1-1-0-10,0.0,-0.634770348505081,-0.5002841178608666,-0.5404283110282792,0.0,
7-0-1-0-10,0.0,-0.5371874278970356,-0.5060193063987992,-0.9516193509399619,0.0,
16-0-1-0-8,-0.5283419092435587,-0.4483559370805553,-0.5173583662506757,0.02,0.0,
17-0-1-0-5,-0.6310384478307896,0.004944869993463294,-0.5258915679096933,-1.145834317283887,0.0,
15-0-1-0-3,-0.4871019543729282,-0.24159504249809433,-0.5187037823798476,0.02,0.0,
11-0-1-0-3,0.18253320331534353,-0.2947993523529399,-0.5050885057572984,0.3401528390436969,0.0,
5-0-1-0-2,0.0005292541030145038,-0.32317282455376406,-0.5133044377034025,0.02,0.0,
13-0-1-0-11,-0.26920898235535917,-0.7664606160261317,-0.5169008652204012,0.00039799999999999905,0.0,
